filename,fold,target,category,esc10,src_file,take
l6s9.95s10.1_P2S2Girders2H2300_cycle_064.wav,1,0,rivet6,False,P2S2Girders2H2300,64
l6s9.95s10.1_P2S2Girders2H2300_cycle_066.wav,2,0,rivet6,False,P2S2Girders2H2300,66
l6s9.95s10.1_P2S2Girders2H2300_cycle_068.wav,3,0,rivet6,False,P2S2Girders2H2300,68
l6s9.95s10.1_P2S2Girders2H2300_cycle_070.wav,4,0,rivet6,False,P2S2Girders2H2300,70
l6s9.95s10.1_P2S2Girders2H2300_cycle_072.wav,5,0,rivet6,False,P2S2Girders2H2300,72
l6s9.95s10.1_P2S2Girders2H2300_cycle_074.wav,1,0,rivet6,False,P2S2Girders2H2300,74
l6s9.95s10.1_P2S2Girders2H2300_cycle_076.wav,2,0,rivet6,False,P2S2Girders2H2300,76
l6s9.95s10.1_P2S2Girders2H2300_cycle_078.wav,3,0,rivet6,False,P2S2Girders2H2300,78
l6s9.95s10.1_P2S2Girders2H2300_cycle_080.wav,4,0,rivet6,False,P2S2Girders2H2300,80
l6s9.95s10.1_P2S2Girders2H2300_cycle_082.wav,5,0,rivet6,False,P2S2Girders2H2300,82
l6s9.95s10.1_P2S2Girders2H2300_cycle_084.wav,1,0,rivet6,False,P2S2Girders2H2300,84
l6s9.95s10.1_P2S2Girders2H2300_cycle_086.wav,2,0,rivet6,False,P2S2Girders2H2300,86
l6s9.95s10.1_P2S2Girders2H2300_cycle_088.wav,3,0,rivet6,False,P2S2Girders2H2300,88
l6s9.95s10.1_P2S2Girders2H2300_cycle_090.wav,4,0,rivet6,False,P2S2Girders2H2300,90
l6s9.95s10.1_P2S2Girders2H2300_cycle_092.wav,5,0,rivet6,False,P2S2Girders2H2300,92
l6s9.95s10.1_P2S2Girders2H2300_cycle_094.wav,1,0,rivet6,False,P2S2Girders2H2300,94
l6s9.95s10.1_P2S2Girders2H2300_cycle_096.wav,2,0,rivet6,False,P2S2Girders2H2300,96
l6s9.95s10.1_P2S2Girders2H2300_cycle_098.wav,3,0,rivet6,False,P2S2Girders2H2300,98
l6s9.95s10.1_P2S2Girders2H2300_cycle_100.wav,4,0,rivet6,False,P2S2Girders2H2300,100
l6s9.95s10.1_P2S2Girders2H2300_cycle_102.wav,5,0,rivet6,False,P2S2Girders2H2300,102
l6s9.95s10.1_P2S2Girders2H2300_cycle_104.wav,1,0,rivet6,False,P2S2Girders2H2300,104
l6s9.95s10.1_P2S2Girders2H2300_cycle_106.wav,2,0,rivet6,False,P2S2Girders2H2300,106
l6s9.95s10.1_P2S2Girders2H2300_cycle_108.wav,3,0,rivet6,False,P2S2Girders2H2300,108
l6s9.95s10.1_P2S2Girders2H2300_cycle_110.wav,4,0,rivet6,False,P2S2Girders2H2300,110
l6s9.95s10.1_P2S2Girders2H2300_cycle_112.wav,5,0,rivet6,False,P2S2Girders2H2300,112
l6s9.95s10.1_P2S2Girders2H2300_cycle_114.wav,1,0,rivet6,False,P2S2Girders2H2300,114
l6s9.95s10.1_P2S2Girders2H2300_cycle_116.wav,2,0,rivet6,False,P2S2Girders2H2300,116
l6s9.95s10.1_P2S2Girders2H2300_cycle_118.wav,3,0,rivet6,False,P2S2Girders2H2300,118
l6s9.95s10.1_P2S2Girders2H2300_cycle_120.wav,4,0,rivet6,False,P2S2Girders2H2300,120
l6s9.95s10.1_P2S2Girders2H2300_cycle_122.wav,5,0,rivet6,False,P2S2Girders2H2300,122
l6s9.95s10.1_P2S2Girders2H2300_cycle_124.wav,1,0,rivet6,False,P2S2Girders2H2300,124
l6s9.95s10.1_P2S2Girders2H2300_cycle_126.wav,2,0,rivet6,False,P2S2Girders2H2300,126
l6s9.95s10.1_P2S2Girders2H2300_cycle_128.wav,3,0,rivet6,False,P2S2Girders2H2300,128
l6s9.95s10.1_P2S2Girders2H2300_cycle_130.wav,4,0,rivet6,False,P2S2Girders2H2300,130
l6s9.95s10.1_P2S2Girders2H2300_cycle_132.wav,5,0,rivet6,False,P2S2Girders2H2300,132
l6s9.95s10.1_P2S2Girders2H2300_cycle_134.wav,1,0,rivet6,False,P2S2Girders2H2300,134
l6s9.95s10.1_P2S2Girders2H2300_cycle_136.wav,2,0,rivet6,False,P2S2Girders2H2300,136
l6s9.95s10.1_P2S2Girders2H2300_cycle_138.wav,3,0,rivet6,False,P2S2Girders2H2300,138
l6s9.95s10.1_P2S2Girders2H2300_cycle_140.wav,4,0,rivet6,False,P2S2Girders2H2300,140
l6s9.95s10.1_P2S2Girders2H2300_cycle_142.wav,5,0,rivet6,False,P2S2Girders2H2300,142
l6s9.95s10.1_P2S2Girders2H2300_cycle_144.wav,1,0,rivet6,False,P2S2Girders2H2300,144
l6s9.95s10.1_P2S2Girders2H2300_cycle_146.wav,2,0,rivet6,False,P2S2Girders2H2300,146
l6s9.95s10.1_P2S2Girders2H2300_cycle_148.wav,3,0,rivet6,False,P2S2Girders2H2300,148
l6s9.95s10.1_P2S2Girders2H2300_cycle_150.wav,4,0,rivet6,False,P2S2Girders2H2300,150
l6s9.95s10.1_P2S2Girders2H2300_cycle_152.wav,5,0,rivet6,False,P2S2Girders2H2300,152
l6s9.95s10.1_P2S2Girders2H2300_cycle_154.wav,1,0,rivet6,False,P2S2Girders2H2300,154
l6s9.95s10.1_P2S2Girders2H2300_cycle_156.wav,2,0,rivet6,False,P2S2Girders2H2300,156
l6s9.95s10.1_P2S2Girders2H2300_cycle_158.wav,3,0,rivet6,False,P2S2Girders2H2300,158
l6s9.95s10.1_P2S2Girders2H2300_cycle_160.wav,4,0,rivet6,False,P2S2Girders2H2300,160
l6s9.95s10.1_P2S2Girders2H2300_cycle_162.wav,5,0,rivet6,False,P2S2Girders2H2300,162
l6s9.95s10.1_P2S2Girders2H2300_cycle_164.wav,1,0,rivet6,False,P2S2Girders2H2300,164
l6s9.95s10.1_P2S2Girders2H2300_cycle_166.wav,2,0,rivet6,False,P2S2Girders2H2300,166
l6s9.95s10.1_P2S2Girders2H2300_cycle_168.wav,3,0,rivet6,False,P2S2Girders2H2300,168
l6s9.95s10.1_P2S2Girders2H2300_cycle_170.wav,4,0,rivet6,False,P2S2Girders2H2300,170
l6s9.95s10.1_P2S2Girders2H2300_cycle_174.wav,1,0,rivet6,False,P2S2Girders2H2300,174
l6s9.95s10.1_P2S2Girders2H2300_cycle_176.wav,2,0,rivet6,False,P2S2Girders2H2300,176
l6s9.95s10.1_P2S2Girders2H2300_cycle_178.wav,3,0,rivet6,False,P2S2Girders2H2300,178
l7s10.55_P2S2Girders2H2300_cycle_002.wav,4,1,rivet7,False,P2S2Girders2H2300,2
l7s10.55_P2S2Girders2H2300_cycle_004.wav,5,1,rivet7,False,P2S2Girders2H2300,4
l7s10.55_P2S2Girders2H2300_cycle_006.wav,1,1,rivet7,False,P2S2Girders2H2300,6
l7s10.55_P2S2Girders2H2300_cycle_008.wav,2,1,rivet7,False,P2S2Girders2H2300,8
l7s10.55_P2S2Girders2H2300_cycle_010.wav,3,1,rivet7,False,P2S2Girders2H2300,10
l7s10.55_P2S2Girders2H2300_cycle_012.wav,4,1,rivet7,False,P2S2Girders2H2300,12
l7s10.55_P2S2Girders2H2300_cycle_014.wav,5,1,rivet7,False,P2S2Girders2H2300,14
l7s10.55_P2S2Girders2H2300_cycle_016.wav,1,1,rivet7,False,P2S2Girders2H2300,16
l7s10.55_P2S2Girders2H2300_cycle_018.wav,2,1,rivet7,False,P2S2Girders2H2300,18
l7s10.55_P2S2Girders2H2300_cycle_020.wav,3,1,rivet7,False,P2S2Girders2H2300,20
l7s10.55_P2S2Girders2H2300_cycle_022.wav,4,1,rivet7,False,P2S2Girders2H2300,22
l7s10.55_P2S2Girders2H2300_cycle_024.wav,5,1,rivet7,False,P2S2Girders2H2300,24
l7s10.55_P2S2Girders2H2300_cycle_026.wav,1,1,rivet7,False,P2S2Girders2H2300,26
l7s10.55_P2S2Girders2H2300_cycle_028.wav,2,1,rivet7,False,P2S2Girders2H2300,28
l7s10.55_P2S2Girders2H2300_cycle_030.wav,3,1,rivet7,False,P2S2Girders2H2300,30
l7s10.55_P2S2Girders2H2300_cycle_032.wav,4,1,rivet7,False,P2S2Girders2H2300,32
l7s10.55_P2S2Girders2H2300_cycle_034.wav,5,1,rivet7,False,P2S2Girders2H2300,34
l7s10.55_P2S2Girders2H2300_cycle_036.wav,1,1,rivet7,False,P2S2Girders2H2300,36
l7s10.55_P2S2Girders2H2300_cycle_038.wav,2,1,rivet7,False,P2S2Girders2H2300,38
l7s10.55_P2S2Girders2H2300_cycle_040.wav,3,1,rivet7,False,P2S2Girders2H2300,40
l7s10.55_P2S2Girders2H2300_cycle_042.wav,4,1,rivet7,False,P2S2Girders2H2300,42
l7s10.55_P2S2Girders2H2300_cycle_044.wav,5,1,rivet7,False,P2S2Girders2H2300,44
l7s10.55_P2S2Girders2H2300_cycle_046.wav,1,1,rivet7,False,P2S2Girders2H2300,46
l7s10.55_P2S2Girders2H2300_cycle_048.wav,2,1,rivet7,False,P2S2Girders2H2300,48
l7s10.55_P2S2Girders2H2300_cycle_050.wav,3,1,rivet7,False,P2S2Girders2H2300,50
l7s10.55_P2S2Girders2H2300_cycle_052.wav,4,1,rivet7,False,P2S2Girders2H2300,52
l7s10.55_P2S2Girders2H2300_cycle_054.wav,5,1,rivet7,False,P2S2Girders2H2300,54
l7s10.55_P2S2Girders2H2300_cycle_056.wav,1,1,rivet7,False,P2S2Girders2H2300,56
l7s10.55_P2S2Girders2H2300_cycle_058.wav,2,1,rivet7,False,P2S2Girders2H2300,58
l7s10.55_P2S2Girders2H2300_cycle_060.wav,3,1,rivet7,False,P2S2Girders2H2300,60
l7s10.55_P2S2Girders2H2300_cycle_062.wav,4,1,rivet7,False,P2S2Girders2H2300,62
fault1.wav,1,2,anomaly,False,P2S2Girders2H2300,172
fault1_noise0.wav,2,2,anomaly,False,P2S2Girders2H2300,172
fault1_noise1.wav,3,2,anomaly,False,P2S2Girders2H2300,172
fault1_noise2.wav,4,2,anomaly,False,P2S2Girders2H2300,172
fault1_noise3.wav,5,2,anomaly,False,P2S2Girders2H2300,172
fault1_noise4.wav,1,2,anomaly,False,P2S2Girders2H2300,172
fault1_noise5.wav,2,2,anomaly,False,P2S2Girders2H2300,172
fault1_noise6.wav,3,2,anomaly,False,P2S2Girders2H2300,172
fault1_noise7.wav,4,2,anomaly,False,P2S2Girders2H2300,172
fault1_noise8.wav,5,2,anomaly,False,P2S2Girders2H2300,172
fault1_noise9.wav,1,2,anomaly,False,P2S2Girders2H2300,172
fault2.wav,2,2,anomaly,False,P2S2Girders2H2300,172
fault2_noise0.wav,3,2,anomaly,False,P2S2Girders2H2300,172
fault2_noise1.wav,4,2,anomaly,False,P2S2Girders2H2300,172
fault2_noise2.wav,5,2,anomaly,False,P2S2Girders2H2300,172
fault2_noise3.wav,1,2,anomaly,False,P2S2Girders2H2300,172
fault2_noise4.wav,2,2,anomaly,False,P2S2Girders2H2300,172
fault2_noise5.wav,3,2,anomaly,False,P2S2Girders2H2300,172
fault2_noise6.wav,4,2,anomaly,False,P2S2Girders2H2300,172
fault2_noise7.wav,5,2,anomaly,False,P2S2Girders2H2300,172
fault2_noise8.wav,1,2,anomaly,False,P2S2Girders2H2300,172
