filename,fold,target,category,esc10,src_file,take
2025-03-19_Test_coupon_2.wav,1,1,anomalous,False,unknown,-1
Cross_p6cycle_103.wav,2,1,anomalous,False,unknown,103
Cross_p6cycle_105.wav,3,1,anomalous,False,unknown,105
Cross_p6cycle_107.wav,4,1,anomalous,False,unknown,107
Cross_p6cycle_109.wav,5,1,anomalous,False,unknown,109
Cross_s1_p1cycle_086.wav,1,1,anomalous,False,unknown,86
Cross_s1_p1cycle_178.wav,2,1,anomalous,False,unknown,178
Cross_s1_p3cycle_075.wav,3,1,anomalous,False,unknown,75
Cross_s1_p3cycle_095.wav,4,1,anomalous,False,unknown,95
Cross_s1_p3cycle_109.wav,5,1,anomalous,False,unknown,109
Cross_s1_p3cycle_181.wav,1,1,anomalous,False,unknown,181
Cross_s1_p3cycle_185.wav,2,1,anomalous,False,unknown,185
Cross_s1_p3cycle_187.wav,3,1,anomalous,False,unknown,187
Cross_s1_p3cycle_336.wav,4,1,anomalous,False,unknown,336
Cross_s1_p3cycle_348.wav,5,1,anomalous,False,unknown,348
Cross_s1_p3cycle_356.wav,1,1,anomalous,False,unknown,356
Cross_s1_p3cycle_382.wav,2,1,anomalous,False,unknown,382
Cross_s1_p_uppercycle_220.wav,3,1,anomalous,False,unknown,220
P5_6_2S1JoiningH1000_cycle_465.wav,4,1,anomalous,False,6_2S1JoiningH1000,465
cross_p7s1_cycle_044.wav,5,1,anomalous,False,unknown,44
cross_p7s1_cycle_593.wav,1,1,anomalous,False,unknown,593
l6s9.95s10.1_P2S2Girders2H2300_cycle_172.wav,2,1,anomalous,False,P2S2Girders2H2300,172
min_max_testcycle_005.wav,3,1,anomalous,False,unknown,5
2025-03-19_Test_coupon_2_augmented_1.wav,4,1,anomalous,False,unknown,-1
2025-03-19_Test_coupon_2_augmented_2.wav,5,1,anomalous,False,unknown,-1
2025-03-19_Test_coupon_2_augmented_3.wav,1,1,anomalous,False,unknown,-1
2025-03-19_Test_coupon_2_augmented_4.wav,2,1,anomalous,False,unknown,-1
Cross_p6cycle_103_augmented_1.wav,3,1,anomalous,False,unknown,-1
Cross_p6cycle_103_augmented_2.wav,4,1,anomalous,False,unknown,-1
Cross_p6cycle_103_augmented_3.wav,5,1,anomalous,False,unknown,-1
Cross_p6cycle_103_augmented_4.wav,1,1,anomalous,False,unknown,-1
Cross_p6cycle_105_augmented_1.wav,2,1,anomalous,False,unknown,-1
Cross_p6cycle_105_augmented_2.wav,3,1,anomalous,False,unknown,-1
Cross_p6cycle_105_augmented_3.wav,4,1,anomalous,False,unknown,-1
Cross_p6cycle_105_augmented_4.wav,5,1,anomalous,False,unknown,-1
Cross_p6cycle_107_augmented_1.wav,1,1,anomalous,False,unknown,-1
Cross_p6cycle_107_augmented_2.wav,2,1,anomalous,False,unknown,-1
Cross_p6cycle_107_augmented_3.wav,3,1,anomalous,False,unknown,-1
Cross_p6cycle_107_augmented_4.wav,4,1,anomalous,False,unknown,-1
Cross_p6cycle_109_augmented_1.wav,5,1,anomalous,False,unknown,-1
Cross_p6cycle_109_augmented_2.wav,1,1,anomalous,False,unknown,-1
Cross_p6cycle_109_augmented_3.wav,2,1,anomalous,False,unknown,-1
Cross_p6cycle_109_augmented_4.wav,3,1,anomalous,False,unknown,-1
Cross_s1_p1cycle_086_augmented_1.wav,4,1,anomalous,False,unknown,-1
Cross_s1_p1cycle_086_augmented_2.wav,5,1,anomalous,False,unknown,-1
Cross_s1_p1cycle_086_augmented_3.wav,1,1,anomalous,False,unknown,-1
Cross_s1_p1cycle_086_augmented_4.wav,2,1,anomalous,False,unknown,-1
Cross_s1_p1cycle_178_augmented_1.wav,3,1,anomalous,False,unknown,-1
Cross_s1_p1cycle_178_augmented_2.wav,4,1,anomalous,False,unknown,-1
Cross_s1_p1cycle_178_augmented_3.wav,5,1,anomalous,False,unknown,-1
Cross_s1_p1cycle_178_augmented_4.wav,1,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_075_augmented_1.wav,2,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_075_augmented_2.wav,3,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_075_augmented_3.wav,4,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_075_augmented_4.wav,5,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_095_augmented_1.wav,1,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_095_augmented_2.wav,2,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_095_augmented_3.wav,3,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_095_augmented_4.wav,4,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_109_augmented_1.wav,5,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_109_augmented_2.wav,1,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_109_augmented_3.wav,2,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_109_augmented_4.wav,3,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_181_augmented_1.wav,4,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_181_augmented_2.wav,5,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_181_augmented_3.wav,1,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_181_augmented_4.wav,2,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_185_augmented_1.wav,3,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_185_augmented_2.wav,4,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_185_augmented_3.wav,5,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_185_augmented_4.wav,1,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_187_augmented_1.wav,2,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_187_augmented_2.wav,3,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_187_augmented_3.wav,4,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_187_augmented_4.wav,5,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_336_augmented_1.wav,1,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_336_augmented_2.wav,2,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_336_augmented_3.wav,3,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_336_augmented_4.wav,4,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_348_augmented_1.wav,5,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_348_augmented_2.wav,1,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_348_augmented_3.wav,2,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_348_augmented_4.wav,3,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_356_augmented_1.wav,4,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_356_augmented_2.wav,5,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_356_augmented_3.wav,1,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_356_augmented_4.wav,2,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_382_augmented_1.wav,3,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_382_augmented_2.wav,4,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_382_augmented_3.wav,5,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_382_augmented_4.wav,1,1,anomalous,False,unknown,-1
Cross_s1_p_uppercycle_220_augmented_1.wav,2,1,anomalous,False,unknown,-1
Cross_s1_p_uppercycle_220_augmented_2.wav,3,1,anomalous,False,unknown,-1
Cross_s1_p_uppercycle_220_augmented_3.wav,4,1,anomalous,False,unknown,-1
