filename,fold,target,category,esc10,src_file,take
2025-03-19_Test_coupon_2.wav,1,1,anomalous,False,unknown,-1
Cross_p6cycle_103.wav,2,1,anomalous,False,unknown,103
Cross_p6cycle_105.wav,3,1,anomalous,False,unknown,105
Cross_p6cycle_107.wav,4,1,anomalous,False,unknown,107
Cross_p6cycle_109.wav,5,1,anomalous,False,unknown,109
Cross_s1_p1cycle_086.wav,6,1,anomalous,False,unknown,86
Cross_s1_p1cycle_178.wav,7,1,anomalous,False,unknown,178
Cross_s1_p3cycle_075.wav,8,1,anomalous,False,unknown,75
Cross_s1_p3cycle_095.wav,9,1,anomalous,False,unknown,95
Cross_s1_p3cycle_109.wav,10,1,anomalous,False,unknown,109
Cross_s1_p3cycle_181.wav,11,1,anomalous,False,unknown,181
Cross_s1_p3cycle_185.wav,12,1,anomalous,False,unknown,185
Cross_s1_p3cycle_187.wav,13,1,anomalous,False,unknown,187
Cross_s1_p3cycle_336.wav,14,1,anomalous,False,unknown,336
Cross_s1_p3cycle_348.wav,15,1,anomalous,False,unknown,348
Cross_s1_p3cycle_356.wav,16,1,anomalous,False,unknown,356
Cross_s1_p3cycle_382.wav,17,1,anomalous,False,unknown,382
Cross_s1_p_uppercycle_220.wav,18,1,anomalous,False,unknown,220
P5_6_2S1JoiningH1000_cycle_465.wav,19,1,anomalous,False,6_2S1JoiningH1000,465
cross p7s1_cycle_044.wav,20,1,anomalous,False,unknown,44
cross p7s1_cycle_593.wav,21,1,anomalous,False,unknown,593
l6s9.95s10.1_P2S2Girders2H2300_cycle_172.wav,22,1,anomalous,False,P2S2Girders2H2300,172
min_max_testcycle_005.wav,23,1,anomalous,False,unknown,5
2025-03-19_Test_coupon_2_augmented_1.wav,24,1,anomalous,False,unknown,-1
2025-03-19_Test_coupon_2_augmented_2.wav,25,1,anomalous,False,unknown,-1
2025-03-19_Test_coupon_2_augmented_3.wav,26,1,anomalous,False,unknown,-1
2025-03-19_Test_coupon_2_augmented_4.wav,27,1,anomalous,False,unknown,-1
Cross_p6cycle_103_augmented_1.wav,28,1,anomalous,False,unknown,-1
Cross_p6cycle_103_augmented_2.wav,29,1,anomalous,False,unknown,-1
Cross_p6cycle_103_augmented_3.wav,30,1,anomalous,False,unknown,-1
Cross_p6cycle_103_augmented_4.wav,31,1,anomalous,False,unknown,-1
Cross_p6cycle_105_augmented_1.wav,32,1,anomalous,False,unknown,-1
Cross_p6cycle_105_augmented_2.wav,33,1,anomalous,False,unknown,-1
Cross_p6cycle_105_augmented_3.wav,34,1,anomalous,False,unknown,-1
Cross_p6cycle_105_augmented_4.wav,35,1,anomalous,False,unknown,-1
Cross_p6cycle_107_augmented_1.wav,36,1,anomalous,False,unknown,-1
Cross_p6cycle_107_augmented_2.wav,37,1,anomalous,False,unknown,-1
Cross_p6cycle_107_augmented_3.wav,38,1,anomalous,False,unknown,-1
Cross_p6cycle_107_augmented_4.wav,39,1,anomalous,False,unknown,-1
Cross_p6cycle_109_augmented_1.wav,40,1,anomalous,False,unknown,-1
Cross_p6cycle_109_augmented_2.wav,41,1,anomalous,False,unknown,-1
Cross_p6cycle_109_augmented_3.wav,42,1,anomalous,False,unknown,-1
Cross_p6cycle_109_augmented_4.wav,43,1,anomalous,False,unknown,-1
Cross_s1_p1cycle_086_augmented_1.wav,44,1,anomalous,False,unknown,-1
Cross_s1_p1cycle_086_augmented_2.wav,45,1,anomalous,False,unknown,-1
Cross_s1_p1cycle_086_augmented_3.wav,46,1,anomalous,False,unknown,-1
Cross_s1_p1cycle_086_augmented_4.wav,47,1,anomalous,False,unknown,-1
Cross_s1_p1cycle_178_augmented_1.wav,48,1,anomalous,False,unknown,-1
Cross_s1_p1cycle_178_augmented_2.wav,49,1,anomalous,False,unknown,-1
Cross_s1_p1cycle_178_augmented_3.wav,50,1,anomalous,False,unknown,-1
Cross_s1_p1cycle_178_augmented_4.wav,51,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_075_augmented_1.wav,52,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_075_augmented_2.wav,53,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_075_augmented_3.wav,54,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_075_augmented_4.wav,55,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_095_augmented_1.wav,56,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_095_augmented_2.wav,57,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_095_augmented_3.wav,58,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_095_augmented_4.wav,59,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_109_augmented_1.wav,60,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_109_augmented_2.wav,61,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_109_augmented_3.wav,62,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_109_augmented_4.wav,63,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_181_augmented_1.wav,64,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_181_augmented_2.wav,65,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_181_augmented_3.wav,66,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_181_augmented_4.wav,67,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_185_augmented_1.wav,68,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_185_augmented_2.wav,69,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_185_augmented_3.wav,70,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_185_augmented_4.wav,71,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_187_augmented_1.wav,72,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_187_augmented_2.wav,73,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_187_augmented_3.wav,74,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_187_augmented_4.wav,75,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_336_augmented_1.wav,76,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_336_augmented_2.wav,77,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_336_augmented_3.wav,78,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_336_augmented_4.wav,79,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_348_augmented_1.wav,80,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_348_augmented_2.wav,81,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_348_augmented_3.wav,82,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_348_augmented_4.wav,83,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_356_augmented_1.wav,84,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_356_augmented_2.wav,85,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_356_augmented_3.wav,86,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_356_augmented_4.wav,87,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_382_augmented_1.wav,88,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_382_augmented_2.wav,89,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_382_augmented_3.wav,90,1,anomalous,False,unknown,-1
Cross_s1_p3cycle_382_augmented_4.wav,91,1,anomalous,False,unknown,-1
Cross_s1_p_uppercycle_220_augmented_1.wav,92,1,anomalous,False,unknown,-1
Cross_s1_p_uppercycle_220_augmented_2.wav,93,1,anomalous,False,unknown,-1
Cross_s1_p_uppercycle_220_augmented_3.wav,94,1,anomalous,False,unknown,-1
